dish_id,image_path,calories,calorie_level,mass,fat,carb,protein,split
dish_1558114484,,151.479996,low,28.0,11.759999,0.392,10.360001,train
dish_1562086564,,286.809998,low,287.0,14.985,25.362,14.44,train
dish_1557853429,,330.152985,low,276.0,13.586999,33.413998,17.637001,train
dish_1550708702,,273.339996,low,175.0,18.665001,11.264,15.575001,train
dish_1566331868,,453.66507,medium,372.0,13.206176,40.116787,44.296608,train
dish_1565035830,,340.127991,low,414.0,6.475,14.785001,54.717999,train
dish_1551567992,,104.299995,low,167.0,7.113,10.339,2.736,train
dish_1550792734,,17.0,low,50.0,0.35,3.4,0.35,train
dish_1551228715,,118.559998,low,98.0,5.828,17.475,9.618999,train
dish_1551397591,,99.278008,low,166.0,3.446,14.054999,6.404,train
dish_1562702044,,44.034069,low,177.0,1.102068,7.411408,2.278431,train
dish_1565023182,,638.714844,medium,308.0,47.469677,9.244903,41.584,train
dish_1558723777,,74.360001,low,143.0,0.286,20.02,0.429,train
dish_1565972715,,657.545837,medium,510.0,46.845226,15.662046,43.166805,train
dish_1568666089,,276.424072,low,335.0,9.80298,33.010952,16.691326,train
dish_1561060613,,323.673248,low,304.0,11.623275,30.939053,25.286839,train
dish_1550862349,,201.37999,low,292.0,0.798,51.060001,2.806,train
dish_1551134208,,194.339996,low,272.0,9.782999,17.922001,9.641,train
dish_1563464543,,386.369995,low,319.0,22.577999,27.534,18.902,train
dish_1568132521,,159.914001,low,156.0,6.584,19.441999,7.340001,train
dish_1551233982,,78.480003,low,36.0,1.044,16.199999,2.16,train
dish_1563564760,,341.852448,low,243.0,16.774696,27.887177,23.540035,train
dish_1562169840,,739.663696,medium,389.0,53.890759,21.785473,41.75605,train
dish_1565118029,,595.140015,medium,453.0,12.827999,34.517002,81.492004,train
dish_1563221602,,447.893616,medium,306.0,19.033884,36.09898,33.676075,train
dish_1563913588,,180.811996,low,68.0,6.392,22.780001,7.616,train
dish_1551567650,,4.896,low,24.0,0.024,0.936,0.528,train
dish_1567007848,,100.300003,low,243.0,0.58,24.836,1.655,train
dish_1558115169,,151.479996,low,28.0,11.759999,0.392,10.360001,train
dish_1551492369,,214.849991,low,199.0,9.45,6.88,26.086,train
dish_1559850338,,307.117004,low,130.0,23.438,19.129,11.725,train
dish_1563565720,,84.662781,low,149.0,7.843437,4.980221,11.324039,train
dish_1565711570,,603.827271,medium,324.0,41.255486,34.236149,26.61869,train
dish_1563908996,,269.916046,low,293.0,10.461833,15.449356,29.324974,train
dish_1551566316,,228.690002,low,91.0,15.832,12.204,10.049001,train
dish_1565021640,,304.581451,low,500.0,3.283805,20.698196,40.79512,train
dish_1551135896,,24.940001,low,58.0,0.174,5.22,1.972,train
dish_1567020394,,176.15863,low,265.0,12.666015,16.685022,13.626102,train
dish_1562787783,,114.013741,low,76.0,6.586968,12.592723,2.312764,train
dish_1561576680,,307.862427,low,455.0,9.968476,18.281359,37.214157,train
dish_1558720097,,30.34,low,74.0,0.148,7.4,0.666,train
dish_1559845513,,222.152008,low,379.0,0.563,55.181995,3.221,train
dish_1563302345,,265.855438,low,215.0,7.567317,5.092874,43.001171,train
dish_1566923004,,158.820007,low,153.0,9.309,10.313999,8.745001,train
dish_1572464354,,0.0,low,73.0,0.0,0.0,0.0,train
dish_1565382833,,396.63858,low,228.0,17.709755,44.098686,17.446737,train
dish_1565119418,,324.39798,low,122.0,11.467999,40.870003,13.664001,train
dish_1561580370,,126.795876,low,124.0,4.96353,16.20141,5.41,train
dish_1558630207,,670.596008,medium,116.0,57.420002,26.332001,25.984001,train
dish_1562168800,,237.524826,low,242.0,9.342677,36.314899,3.826,train
dish_1567020091,,236.805176,low,238.0,22.449144,11.681914,16.441938,train
dish_1550795423,,16.800001,low,42.0,0.084,3.78,0.84,train
dish_1550772270,,235.410004,low,239.0,10.299001,24.686001,11.17,train
dish_1561662216,,300.794281,low,193.0,12.387489,28.21829,18.63397,train
dish_1558114569,,26.91,low,39.0,0.078,7.02,0.273,train
dish_1571931809,,0.0,low,139.0,0.0,0.0,0.0,train
dish_1551222527,,15.0,low,60.0,0.18,3.0,1.08,train
dish_1565117892,,132.599991,low,102.0,0.612,0.0,29.58,train
dish_1564675193,,478.808777,medium,803.0,5.210829,46.038174,54.254734,train
dish_1551566851,,8.61,low,21.0,0.042,2.1,0.189,train
dish_1551314095,,21.15,low,45.0,0.045,5.4,0.405,train
dish_1561667430,,342.213593,low,166.0,15.668182,18.32616,30.282518,train
dish_1568319725,,111.637299,low,59.0,11.509647,2.241285,0.581418,train
dish_1566501067,,464.117981,medium,306.0,24.310999,12.239,49.618999,train
dish_1567525744,,679.264771,medium,298.0,53.001377,34.801022,18.316217,train
dish_1558459020,,10.98,low,61.0,0.122,2.379,0.549,train
dish_1563465805,,32.43,low,23.0,1.564,4.14,0.483,train
dish_1571931594,,0.0,low,66.0,0.0,0.0,0.0,train
dish_1551379566,,144.720001,low,36.0,11.88,0.468,9.0,train
dish_1559751801,,451.635986,medium,343.0,22.040001,32.778,29.228001,train
dish_1568305257,,837.147766,high,420.0,65.496887,9.31325,52.072983,train
dish_1562873814,,106.580215,low,134.0,8.689231,6.799564,2.057024,train
dish_1551399484,,275.179993,low,92.0,18.17,25.939999,6.84,train
dish_1573762582,,0.0,low,425.0,0.0,0.0,0.0,train
dish_1551123986,,15.98,low,47.0,0.329,3.196,0.329,train
dish_1558718680,,132.962997,low,23.0,11.385,5.221,5.152,train
dish_1550796152,,160.079987,low,305.0,0.606,41.360001,1.829,train
dish_1562689620,,183.411713,low,147.0,13.14683,4.286829,11.866342,train
dish_1563309237,,49.550003,low,62.0,3.589,4.689,0.844,train
dish_1565033110,,47.599998,low,147.0,0.588,9.355,3.418,train
dish_1559239985,,116.116005,low,203.0,0.203,30.855999,0.812,train
dish_1550860361,,77.0,low,100.0,0.1,17.0,2.0,train
dish_1560455343,,53.941677,low,41.0,4.908589,2.205773,1.081126,train
dish_1558544482,,38.189999,low,67.0,0.201,9.38,0.469,train
dish_1561662562,,368.485199,low,289.0,16.339729,34.568245,25.22802,train
dish_1566923060,,515.820007,medium,248.0,34.609001,33.981998,18.783001,train
dish_1550860631,,25.16,low,74.0,0.148,5.92,0.592,train
dish_1573161475,,0.0,low,91.0,0.0,0.0,0.0,train
dish_1561576212,,145.229996,low,103.0,7.004,18.540001,2.163,train
dish_1557937715,,20.669998,low,39.0,0.273,4.68,0.468,train
dish_1550710664,,7.1,low,71.0,0.0,1.42,0.71,train
dish_1561060503,,145.30899,low,138.0,3.984,22.781,5.407,train
dish_1550704750,,136.949997,low,83.0,2.988,0.0,25.73,train
dish_1565897680,,770.448853,medium,405.0,63.736893,16.571018,37.93084,train
dish_1565119464,,504.065033,medium,223.0,23.109737,44.41399,28.041883,train
dish_1565809080,,362.740021,low,485.0,1.734,21.946001,63.159996,train
dish_1562872498,,306.264984,low,320.0,9.317839,23.918306,35.153263,train
dish_1561654732,,242.360001,low,191.0,14.85,12.24,14.06,train
dish_1558641416,,59.416,low,56.0,1.344,12.32,1.736,train
dish_1562690886,,20.611706,low,37.0,1.046829,2.526829,0.866341,train
dish_1562959700,,315.413727,low,153.0,14.441155,16.89098,27.910999,train
dish_1561654346,,79.195488,low,84.0,3.691355,10.449209,2.744276,train
dish_1550859396,,56.98,low,74.0,0.074,12.58,1.48,train
dish_1551237016,,92.5,low,37.0,5.55,0.0,9.62,train
dish_1564589308,,227.009995,low,161.0,10.948001,28.980001,3.381,train
dish_1562183151,,108.392403,low,195.0,6.945024,9.697037,4.906251,train
dish_1563475953,,427.446991,medium,453.0,15.452144,37.594398,34.205318,train
dish_1561404924,,31.843937,low,39.0,1.244902,3.269407,2.417841,train
dish_1562096372,,346.713684,low,287.0,15.203942,6.515386,43.392502,train
dish_1558463113,,63.579998,low,139.0,0.321,14.696001,1.743,train
dish_1562959344,,5.54,low,44.0,0.019,1.146,0.383,train
dish_1558639167,,80.079994,low,154.0,0.308,21.559999,0.462,train
dish_1558376306,,372.167999,low,108.0,29.484001,4.536,20.844,train
dish_1560368506,,462.933777,medium,378.0,31.259737,22.382402,44.584641,train
dish_1573665056,,0.0,low,277.0,0.0,0.0,0.0,train
dish_1560444701,,51.000004,low,170.0,0.34,12.919999,1.02,train
dish_1558547124,,144.525009,low,25.0,12.375,5.675,5.6,train
dish_1560802853,,136.532196,low,118.0,3.307635,8.76357,16.906691,train
dish_1561999332,,260.530609,low,157.0,17.724403,12.260761,14.391317,train
dish_1551125258,,25.800001,low,60.0,0.18,5.4,2.04,train
dish_1562618000,,685.993896,medium,448.0,36.103981,30.821442,59.159676,train
dish_1551381496,,189.799988,low,77.0,9.259999,16.177999,10.700001,train
dish_1566332154,,401.049988,medium,425.0,17.644001,11.356,50.261002,train
dish_1551378584,,3.06,low,15.0,0.015,0.585,0.33,train
dish_1551391733,,33.580002,low,46.0,2.208,0.874,3.68,train
dish_1562959732,,374.663696,low,232.0,14.678156,31.110981,28.858997,train
dish_1551492908,,127.049995,low,77.0,2.772,0.0,23.870001,train
dish_1563304369,,457.172119,medium,326.0,16.765852,27.775938,47.262756,train
dish_1563205877,,56.0,low,35.0,3.5,1.05,4.9,train
dish_1566502271,,296.816895,low,359.0,10.505252,13.685196,37.940281,train
dish_1561576954,,345.343719,low,262.0,15.472434,8.670532,42.441227,train
dish_1550772168,,134.680008,low,91.0,10.01,1.456,9.1,train
dish_1564415538,,126.574638,low,159.0,4.127805,21.053659,2.425366,train
dish_1562691466,,319.870972,low,267.0,15.903902,27.777901,17.012196,train
dish_1563897938,,54.099998,low,10.0,4.2,0.14,3.7,train
dish_1563480505,,767.266785,medium,475.0,33.528202,29.452,79.754471,train
dish_1562788732,,57.292805,low,52.0,6.662716,2.814716,7.842129,train
dish_1551392752,,35.0,low,25.0,0.15,6.0,2.25,train
dish_1551374222,,181.779984,low,221.0,0.789,41.790001,3.259,train
dish_1568405466,,153.099411,low,189.0,9.094378,17.452278,2.526578,train
dish_1561575410,,16.0,low,64.0,0.192,3.2,1.152,train
dish_1566329049,,814.930786,high,575.0,28.273495,79.15834,60.86187,train
dish_1564687013,,330.840851,low,224.0,26.888262,14.725341,32.21138,train
dish_1572029300,,0.0,low,40.0,0.0,0.0,0.0,train
dish_1563206582,,229.248688,low,320.0,4.417208,16.967773,26.033964,train
dish_1551321757,,161.850006,low,223.0,0.663,34.739998,6.483,train
dish_1551237436,,35.879997,low,69.0,0.138,9.66,0.207,train
dish_1565378731,,154.358154,low,207.0,4.243155,27.449049,4.422395,train
dish_1550781280,,23.799999,low,68.0,0.272,4.76,1.632,train
dish_1566419635,,605.871704,medium,389.0,22.414907,50.75592,49.411755,train
dish_1562862550,,364.52002,low,257.0,19.189999,29.103001,18.829601,train
dish_1566419510,,273.876984,low,103.0,9.681999,34.505001,11.536,train
dish_1562703345,,154.279999,low,58.0,5.626,19.140001,6.38,train
dish_1560368815,,400.337677,medium,442.0,33.12727,21.281317,11.468402,train
dish_1550708366,,67.07,low,170.0,3.149,6.175,5.513,train
dish_1560874548,,41.040001,low,72.0,0.216,10.08,0.504,train
dish_1550712961,,32.98,low,97.0,0.679,6.596,0.679,train
dish_1568141915,,318.543915,low,163.0,10.967052,42.07793,12.790895,train
dish_1563379132,,232.050003,low,119.0,14.28,14.28,10.591001,train
dish_1561491210,,251.097473,low,276.0,18.868792,23.314337,22.313339,train
dish_1558115825,,42.779999,low,62.0,0.124,11.160001,0.434,train
dish_1563811490,,268.829376,low,390.0,6.521951,23.14505,25.826782,train
dish_1561741139,,108.199997,low,20.0,8.4,0.28,7.4,train
dish_1561663990,,181.4897,low,115.0,5.211059,3.293709,28.614527,train
dish_1562871488,,321.590912,low,393.0,6.790623,52.853836,13.790343,train
dish_1562184663,,600.540405,medium,271.0,50.940563,5.702527,56.024384,train
dish_1566416299,,44.9995,low,86.0,2.23385,5.8695,1.5093,train
dish_1550708638,,273.339996,low,175.0,18.665001,11.264,15.575001,train
dish_1572031580,,0.0,low,90.0,0.0,0.0,0.0,train
dish_1551566236,,155.070007,low,45.0,12.285,1.89,8.685,train
dish_1551379654,,230.139999,low,172.0,12.226,22.008001,10.314,train
dish_1551491413,,44.849998,low,39.0,4.173,2.457,0.312,train
dish_1551487472,,132.009995,low,139.0,10.805,7.763999,4.151,train
dish_1568044528,,145.463409,low,233.0,3.040878,29.163124,1.829951,train
dish_1566847483,,476.231934,medium,314.0,28.970854,24.980385,29.644312,train
dish_1563378051,,244.565094,low,332.0,5.441057,24.016302,21.790718,train
dish_1563551134,,246.919983,low,173.0,5.962,29.723001,16.8104,train
dish_1551233708,,108.814003,low,41.0,1.722,17.343,5.535,train
dish_1566332040,,14.95,low,65.0,0.26,2.34,1.885,train
dish_1572454041,,0.0,low,233.0,0.0,0.0,0.0,train
dish_1561575688,,607.892395,medium,362.0,36.413857,31.62764,36.771538,train
dish_1560367296,,184.383316,low,362.0,11.224784,18.360016,13.026852,train
dish_1565798617,,197.705719,low,311.0,7.669836,18.51827,14.063784,train
dish_1567785622,,30.779999,low,54.0,0.162,7.56,0.378,train
dish_1568143288,,129.120743,low,157.0,9.385862,10.058138,4.017772,train
dish_1568305225,,428.667786,medium,144.0,35.136887,4.897249,24.472982,train
dish_1559245801,,60.989998,low,107.0,0.321,14.98,0.749,train
dish_1566934085,,82.590729,low,259.0,5.281902,7.442439,4.01239,train
dish_1563378435,,652.463989,medium,254.0,33.71838,67.997681,18.908112,train
dish_1560441464,,28.5,low,50.0,0.15,7.0,0.35,train
dish_1559844490,,108.360001,low,180.0,0.459,27.450001,1.359,train
dish_1550706583,,249.149994,low,151.0,5.436,0.0,46.810001,train
dish_1562958445,,24.15,low,21.0,2.247,1.323,0.168,train
dish_1559841808,,73.110001,low,96.0,0.57,17.379999,1.29,train
dish_1558375833,,317.032013,low,92.0,25.116001,3.864,17.756001,train
dish_1550772753,,351.492004,low,102.0,27.846001,4.284,19.686001,train
dish_1551314927,,142.099991,low,139.0,7.113,15.960001,7.775,train
dish_1566333324,,608.104553,medium,476.0,22.253439,60.083378,43.063965,train
dish_1573491330,,0.0,low,123.0,0.0,0.0,0.0,train
dish_1551390979,,55.510002,low,91.0,0.455,13.650001,1.001,train
dish_1562873544,,193.61171,low,201.0,11.637623,18.182364,13.776482,train
dish_1562168648,,41.594833,low,32.0,2.229677,4.924903,1.024,train
dish_1558376938,,51.060001,low,74.0,0.148,13.320001,0.518,train
dish_1550861520,,183.955994,low,126.0,10.012,15.401999,8.137,train
dish_1562945900,,240.695312,low,281.0,6.314645,42.813194,6.927001,train
dish_1560802562,,8.853207,low,5.0,0.49063,0.966137,0.247945,train
dish_1561060531,,162.078995,low,177.0,4.101,26.291,6.733,train
dish_1562605352,,242.068939,low,195.0,16.78414,6.608414,16.307085,train
dish_1559845767,,236.23201,low,375.0,0.481,58.011997,3.648,train
dish_1566414611,,105.599998,low,64.0,2.304,0.0,19.84,train
dish_1562691064,,555.303711,medium,501.0,23.931829,64.772835,21.98934,train
dish_1560889008,,41.293011,low,84.0,0.993819,8.285774,0.746322,train
dish_1565728415,,194.42775,low,80.0,8.405299,16.724396,12.005533,train
dish_1558457468,,23.800001,low,70.0,0.14,5.6,0.56,train
dish_1561574368,,22.0,low,50.0,1.05,2.15,1.6,train
dish_1563305513,,606.251953,medium,228.0,21.431999,76.380005,25.536001,train
dish_1551306798,,107.200005,low,20.0,7.0,10.599999,1.4,train
dish_1550769827,,35.700001,low,105.0,0.21,8.4,0.84,train
dish_1551221935,,138.869995,low,174.0,7.127,20.15,12.066,train
dish_1560369294,,333.635681,low,342.0,28.545227,15.358673,39.330307,train
dish_1574184971,,0.0,low,50.0,0.0,0.0,0.0,train
dish_1565711498,,246.827271,low,229.0,15.955486,10.568151,16.580688,train
dish_1566502033,,136.217773,low,253.0,6.50283,19.129269,4.831683,train
dish_1564169958,,787.776489,medium,563.0,37.704697,46.740982,67.09317,train
dish_1557863104,,46.0,low,40.0,4.28,2.52,0.32,train
dish_1562950057,,320.100006,low,223.0,18.566,26.856001,11.082001,train
dish_1551236159,,281.720001,low,248.0,4.474,21.995998,38.446003,train
dish_1561060448,,109.018997,low,41.0,3.854,13.735001,4.592,train
dish_1563481030,,155.81044,low,129.0,11.399983,12.434071,2.348426,train
dish_1566328776,,901.810059,high,436.0,28.684999,78.293999,77.723999,train
dish_1572540238,,0.0,low,236.0,0.0,0.0,0.0,train
dish_1550707578,,345.671997,low,265.0,13.27,37.984001,18.243999,train
dish_1551564131,,32.639999,low,48.0,0.672,5.76,1.152,train
dish_1550776767,,81.149994,low,15.0,6.3,0.21,5.55,train
dish_1563303298,,170.760071,low,103.0,4.999781,2.042296,27.815535,train
dish_1566328929,,396.607422,low,165.0,17.54887,32.07058,25.493954,train
dish_1559242324,,18.9,low,54.0,0.216,3.78,1.296,train
dish_1558640849,,105.23999,low,238.0,0.534,27.059999,1.74,train
dish_1558642490,,61.950001,low,187.0,0.466,14.1,2.511,train
dish_1558719336,,24.25,low,97.0,0.291,4.85,1.746,train
dish_1550791644,,58.759998,low,113.0,0.226,15.82,0.339,train
dish_1562691613,,213.670166,low,300.0,2.879634,33.667633,13.199732,train
dish_1560975346,,326.338562,low,224.0,14.924776,4.475055,41.01273,train
dish_1559240510,,73.51651,low,213.0,1.063909,15.542887,3.126161,train
dish_1558638924,,6.25,low,25.0,0.075,1.25,0.45,train
dish_1563305005,,1003.948853,high,720.0,35.681553,23.725708,142.649384,train
dish_1551377052,,50.490002,low,51.0,0.153,0.102,12.24,train
dish_1561739973,,295.369995,low,280.0,16.279999,20.406,16.709999,train
dish_1561753021,,918.175781,high,573.0,46.218571,43.13065,81.844078,train
dish_1558722707,,19.26,low,107.0,0.214,4.173,0.963,train
dish_1551565570,,60.900002,low,42.0,2.52,0.63,8.82,train
dish_1559849097,,495.928009,medium,325.0,29.044003,55.626003,14.261001,train
dish_1561578570,,136.804855,low,65.0,7.853771,1.929112,13.278779,train
dish_1550778058,,15.3,low,45.0,0.315,3.06,0.315,train
dish_1560444892,,39.540001,low,90.0,0.09,10.139999,0.45,train
dish_1563295334,,228.540009,low,96.0,17.380001,1.492,15.540001,train
dish_1563811686,,319.428375,low,331.0,17.312544,25.879768,16.288153,train
dish_1562096973,,348.999664,low,350.0,34.642704,17.928936,39.411209,train
dish_1550774815,,32.489998,low,57.0,0.171,7.98,0.399,train
dish_1558461692,,231.240005,low,40.0,19.799999,9.08,8.96,train
dish_1558721636,,163.069992,low,299.0,2.578,35.818001,4.616,train
dish_1558723537,,14.5,low,58.0,0.174,2.9,1.044,train
dish_1550772960,,19.380001,low,57.0,0.399,3.876,0.399,train
dish_1550778312,,81.149994,low,15.0,6.3,0.21,5.55,train
dish_1562007739,,28.6,low,65.0,1.365,2.795,2.08,train
dish_1568665970,,202.182007,low,167.0,7.741,24.117001,9.984,train
dish_1558629644,,4.2,low,15.0,0.06,0.795,0.33,train
dish_1562698132,,128.096802,low,178.0,12.129619,7.157575,14.232164,train
dish_1563305047,,1032.31189,high,806.0,36.693317,28.700218,143.492493,train
dish_1551487117,,7.05,low,15.0,0.015,1.8,0.135,train
dish_1551321793,,161.849991,low,223.0,0.663,34.739998,6.483,train
dish_1558640267,,63.48,low,92.0,0.184,16.560001,0.644,train
dish_1562010821,,274.149384,low,134.0,16.411747,3.826643,26.255054,train
dish_1567021799,,93.81813,low,76.0,8.914966,3.059988,1.823886,train
dish_1563382911,,182.040009,low,123.0,13.53,1.968,12.3,train
dish_1550712622,,245.62001,low,148.0,19.544001,13.5,8.87,train
dish_1564761388,,54.599998,low,105.0,0.21,0.735,10.5,train
dish_1560888893,,213.164108,low,141.0,5.957534,17.087454,21.345922,train
dish_1561574456,,203.657364,low,217.0,9.303671,23.013418,9.027951,train
dish_1550874464,,36.899998,low,41.0,5.33,0.0,7.544,train
dish_1561492665,,81.950653,low,93.0,8.595007,4.689008,10.342231,train
dish_1551563890,,191.75,low,163.0,5.444,8.24,27.049999,train
dish_1564777960,,331.007507,low,147.0,16.715342,16.270294,26.4312,train
dish_1556575558,,103.300003,low,151.0,6.882,10.618,2.868,train
dish_1564775216,,530.596924,medium,340.0,33.648357,15.705273,40.410912,train
dish_1563824250,,17.200001,low,43.0,0.043,3.87,0.473,train
dish_1563568338,,631.706665,medium,371.0,29.600521,57.599113,38.704674,train
dish_1566330399,,265.190887,low,126.0,15.224232,3.739511,25.7404,train
dish_1558718587,,10.25,low,41.0,0.123,2.05,0.738,train
dish_1551314560,,123.020004,low,83.0,6.239,16.368999,2.387,train
dish_1558629677,,73.839996,low,142.0,0.284,19.879999,0.426,train
dish_1566849955,,147.169998,low,288.0,7.563,20.534,2.621,train
dish_1562702355,,68.882935,low,99.0,5.822042,3.473425,1.640872,train
dish_1567007814,,73.0,low,152.0,0.398,17.92,1.109,train
dish_1562097653,,116.16552,low,102.0,5.921285,14.058498,3.374529,train
dish_1567024252,,512.015808,medium,454.0,25.921192,49.058388,22.622,train
dish_1558026756,,183.860001,low,178.0,10.305,13.486,9.863,train
dish_1558379391,,604.062073,medium,223.0,45.939999,28.863998,26.037001,train
dish_1559245654,,115.544006,low,202.0,0.202,30.703999,0.808,train
dish_1561664977,,14.57,low,47.0,0.047,3.29,0.846,train
dish_1561492204,,488.636322,medium,334.0,15.686282,49.120712,37.193401,train
dish_1558382263,,356.629974,low,425.0,19.562,23.453999,27.487001,train
dish_1551313924,,132.080002,low,189.0,0.87,28.860001,5.724,train
dish_1551494178,,369.660004,low,230.0,14.521,36.071999,26.472002,train
dish_1567629129,,334.049988,low,294.0,11.084,46.143002,14.367001,train
dish_1557937079,,146.069992,low,27.0,11.339999,0.378,9.99,train
dish_1561146758,,232.5,low,93.0,1.395,45.57,9.393001,train
dish_1565894889,,257.812988,low,74.0,11.167999,33.294998,6.641,train
dish_1558459395,,208.115997,low,36.0,17.82,8.172,8.064,train
dish_1562086116,,290.65802,low,285.0,8.898999,44.028,9.855,train
dish_1551232782,,170.290009,low,199.0,12.664,7.755001,26.374001,train
dish_1566413321,,14.030001,low,61.0,0.244,2.196,1.769,train
dish_1573579470,,0.0,low,301.0,0.0,0.0,0.0,train
dish_1562184705,,635.19043,medium,376.0,51.203068,13.052526,58.229382,train
dish_1562183125,,88.552399,low,131.0,6.881025,5.217036,3.754251,train
dish_1568143612,,200.725418,low,166.0,7.031407,24.69297,11.097661,train
dish_1557936555,,149.279999,low,96.0,10.08,1.152,12.0,train
dish_1568400935,,11.76,low,42.0,0.168,2.226,0.924,train
dish_1563302391,,401.215424,medium,311.0,14.095317,22.372875,45.017166,train
dish_1558372525,,242.802002,low,42.0,20.790001,9.534,9.408,train
dish_1561666875,,443.862976,medium,359.0,17.977985,49.332958,26.684473,train
dish_1566847043,,434.877106,medium,483.0,24.615379,15.362316,35.713329,train
dish_1561146781,,300.100006,low,223.0,1.655,63.77,9.783001,train
dish_1558116298,,854.690979,high,368.0,62.372002,48.107002,35.868004,train
dish_1566500963,,5.75,low,25.0,0.1,0.9,0.725,train
dish_1562086702,,178.529999,low,33.0,13.86,0.462,12.21,train
dish_1563898722,,343.350006,low,303.0,23.472,9.870001,23.232,train
dish_1550860513,,207.320007,low,230.0,5.252,32.472,8.032,train
dish_1563389042,,30.478174,low,62.0,0.733533,6.115691,0.550856,train
dish_1565797699,,128.928864,low,171.0,5.043742,20.419321,2.852,train
dish_1560356523,,497.719971,medium,92.0,38.639999,1.288,34.040001,train
dish_1564073860,,492.309998,medium,91.0,38.219997,1.274,33.670002,train
dish_1551124637,,108.199997,low,20.0,8.4,0.28,7.4,train
dish_1564415022,,69.159996,low,133.0,0.266,0.931,13.3,train
dish_1563221443,,242.519989,low,86.0,10.32,27.519999,10.32,train
dish_1572034012,,0.0,low,271.0,0.0,0.0,0.0,train
dish_1562009810,,119.880005,low,108.0,0.972,24.84,2.808,train
dish_1566589933,,89.060005,low,122.0,5.856,2.318,9.76,train
dish_1551306375,,209.309982,low,106.0,8.570999,23.296001,9.622001,train
dish_1562173381,,389.39801,low,113.0,30.849001,4.746,21.809,train
dish_1566414291,,345.14212,low,244.0,14.794408,46.021748,7.035223,train
dish_1571944549,,0.0,low,283.0,0.0,0.0,0.0,train
dish_1550770866,,168.580002,low,256.0,9.564,11.199999,9.996,train
dish_1563909580,,544.311523,medium,361.0,20.122177,74.144119,18.481764,train
dish_1550710793,,350.384033,low,143.0,24.522001,23.563,13.495001,train
dish_1565799597,,258.311707,low,457.0,2.660439,20.559563,32.926975,train
dish_1566590007,,740.762024,medium,457.0,29.233101,57.950996,61.798248,train
dish_1551378635,,27.200001,low,80.0,0.16,6.4,0.64,train
dish_1566402123,,445.116119,medium,657.0,8.590679,38.491623,46.686604,train
dish_1561404438,,366.069214,low,169.0,23.856789,6.257735,32.327785,train
dish_1561480460,,285.402008,low,277.0,14.575,25.524,14.547001,train
dish_1560455090,,60.200001,low,155.0,0.966,5.679,7.683,train
dish_1558462228,,22.099998,low,17.0,0.051,4.76,0.459,train
dish_1568061320,,535.839905,medium,491.0,19.667326,48.117958,41.280106,train
dish_1559678629,,89.376663,low,80.0,8.445811,6.143951,9.622075,train
dish_1567021831,,252.435623,low,228.0,27.216339,8.228521,22.713125,train
dish_1551486680,,128.270004,low,127.0,8.976,13.306999,1.88,train
dish_1561567086,,142.754013,low,181.0,0.362,34.248001,2.026,train
dish_1561574394,,61.502373,low,82.0,4.80367,3.438416,2.367952,train
dish_1562950018,,200.220001,low,142.0,9.656,25.560001,2.982,train
dish_1564590288,,464.855835,medium,848.0,4.442219,57.084778,44.839493,train
dish_1551224283,,26.75,low,107.0,0.321,5.35,1.926,train
dish_1551224689,,4.2,low,42.0,0.0,0.84,0.42,train
dish_1558629444,,225.459,low,39.0,19.305,8.853,8.736,train
dish_1566931116,,35.5,low,142.0,0.426,7.1,2.556,train
dish_1566416339,,77.979889,low,186.0,3.410321,11.653813,2.489692,train
dish_1559838402,,222.759506,low,233.0,3.797,43.154999,5.249,train
dish_1551490701,,317.032013,low,92.0,25.116001,3.864,17.756001,train
dish_1567022212,,89.110001,low,197.0,4.069,13.351,2.332,train
dish_1563986062,,189.440002,low,128.0,14.08,2.048,12.8,train
dish_1560455224,,181.740845,low,244.0,6.249522,28.741323,5.392316,train
dish_1563476551,,1116.391113,high,750.0,51.413692,74.705963,85.498482,train
dish_1550876819,,68.339996,low,17.0,5.61,0.221,4.25,train
dish_1550874950,,138.209991,low,132.0,12.013,11.35,12.987999,train
dish_1562703447,,384.426239,low,259.0,17.95558,37.651039,18.510515,train
dish_1566838351,,190.009995,low,417.0,0.822,48.034,2.49,train
dish_1558114209,,30.6,low,90.0,0.18,7.2,0.72,train
dish_1551141670,,16.4,low,41.0,0.082,3.69,0.82,train
dish_1550792143,,22.4,low,56.0,0.112,5.04,1.12,train
dish_1568217372,,508.916168,medium,244.0,41.079079,6.503528,27.115328,train
dish_1563305653,,25.74,low,117.0,0.351,3.861,3.627,train
dish_1558723818,,113.527,low,107.0,2.568,23.539999,3.317,train
dish_1551384167,,100.084,low,205.0,0.374,24.844,1.826,train
dish_1550710542,,88.059998,low,201.0,3.861,9.103001,7.13,train
dish_1551228438,,90.619995,low,153.0,0.776,20.779999,1.852,train
dish_1561752509,,321.482025,low,224.0,16.378078,18.148424,25.445457,train
dish_1571944571,,0.0,low,344.0,0.0,0.0,0.0,train
dish_1556575446,,103.299995,low,152.0,6.882,10.618,2.868,train
dish_1561062586,,121.193924,low,89.0,3.318568,20.365366,2.566732,train
dish_1551237046,,312.910004,low,245.0,9.708,9.18,46.258003,train
dish_1564775182,,398.001526,low,277.0,26.036234,13.835518,27.54071,train
dish_1550861994,,14.559999,low,28.0,0.056,3.92,0.084,train
dish_1564685406,,367.6474,low,192.0,26.060642,7.318961,26.831778,train
