image_path,food_label,portion_label,split,use_for_portion
data/food101_subset/sushi/sushi_0459.jpg,sushi,small,test,yes
data/food101_subset/sushi/sushi_0270.jpg,sushi,large,test,yes
data/food101_subset/sushi/sushi_0832.jpg,sushi,large,test,yes
data/food101_subset/sushi/sushi_0553.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0073.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0158.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0883.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0170.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0614.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0652.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0809.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0863.jpg,sushi,medium,test,yes
data/food101_subset/sushi/sushi_0821.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0712.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0765.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0582.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0414.jpg,sushi,large,test,yes
data/food101_subset/sushi/sushi_0156.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0604.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0428.jpg,sushi,medium,test,yes
data/food101_subset/sushi/sushi_0128.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0616.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0930.jpg,sushi,small,val,yes
data/food101_subset/sushi/sushi_0150.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0157.jpg,sushi,small,val,yes
data/food101_subset/sushi/sushi_0466.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0400.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0528.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0347.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0518.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0812.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0735.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0241.jpg,sushi,small,val,yes
data/food101_subset/sushi/sushi_0936.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0024.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0237.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0825.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0658.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0624.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0994.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0499.jpg,sushi,small,val,yes
data/food101_subset/sushi/sushi_0108.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0488.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0960.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0101.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0246.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0771.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0502.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0951.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0865.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0060.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0176.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0577.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0208.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0663.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0010.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0867.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0729.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0592.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0436.jpg,sushi,large,test,yes
data/food101_subset/sushi/sushi_0326.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0486.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0793.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0874.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0862.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0908.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0815.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0183.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0608.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0754.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0210.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0889.jpg,sushi,medium,val,yes
